Fatal_Accident_Index,Fatal_Casualty_Type,Fatal_Casualty_Sex,Fatal_Casualty_Age
"2006121081149",Car_Passenger,Male,22
"2006121090615",Car_Passenger,Male,11
"2006121090615",Car_Passenger,Female,13
"2006121090615",Car_Passenger,Female,40
"2006121100458",Van_Driver,Male,57
"2006121100458",Car_Passenger,Male,15
"2006121100458",Car_Driver,Male,15
"2006121120366",Motor_Cycle_Rider,Male,20
"2006121180186",Car_Passenger,Male,30
"2006121250919",Car_Passenger,Female,84
"2006121260010",Pedestrian,Male,55
"2006121270077",Car_Driver,Male,22
"2006121400154",Car_Driver,Male,17
"2006121400748",Car_Passenger,Male,22
"2006121520170",Pedestrian,Female,86
"2006121540258",Car_Driver,Male,75
"2006121540258",Car_Passenger,Male,70
"2006121540258",Car_Driver,Male,71
"2006121540567",Motor_Cycle_Rider,Female,53
"2006121550305",Motor_Cycle_Rider,Male,37
"2006121610558",Motor_Cycle_Rider,Male,56
"2006121670095",Car_Passenger,Male,21
"2006121680487",Motor_Cycle_Rider,Male,36
"2006121960293",Pedestrian,Female,91
"2006121960629",Motor_Cycle_Rider,Male,43
"2006121960670",Car_Passenger,Female,54
"2006122040404",Pedal Cyclist,Female,36
"2006122370610",Car_Driver,Female,74
"2006122370966",Car_Driver,Male,26
"2006122460693",Motor_Cycle_Rider,Male,16
"2006122510385",Pedestrian,Male,25
"2006122520400",Bus_Passenger,Female,82
"2006122530353",Pedestrian,Female,45
"2006122560468",Other_Vehicle_Occupant,Male,62
"2006122570094",Car_Passenger,Female,25
"2006122570588",HGV_Driver,Male,71
"2006122630055",Motor_Cycle_Rider,Male,52
"2006122640441",Car_Passenger,Female,71
"2006122660514",Car_Driver,Male,17
"2006122670776",Car_Passenger,Male,77
"2006122700207",Car_Driver,Male,48
"2006122720808",Car_Driver,Male,20
"2006122730782",Motor_Cycle_Rider,Male,49
"2006122790592",Car_Driver,Male,84
"2006122790592",Car_Passenger,Female,68
"2006122810731",Motor_Cycle_Rider,Male,39
"2006122880711",Motor_Cycle_Rider,Male,33
"2006122980690",Car_Driver,Male,42
"2006122990083",Car_Driver,Male,21
"2006123050627",Car_Passenger,Male,19
"2006123050627",Car_Passenger,Female,16
"2006123050627",Car_Driver,Male,19
"2006123070077",HGV_Driver,Male,45
"2006123090428",Car_Passenger,Female,48
"2006123210472",Pedestrian,Male,68
"2006123340455",Car_Driver,Male,20
"2006123370150",Car_Driver,Male,81
"2006123420068",Pedestrian,Female,43
"2006123430503",Motor_Cycle_Rider,Male,22
"2006123500655",Car_Passenger,Female,19
"2006123550449",Pedestrian,Female,72
"2006123580123",Car_Passenger,Male,23
"2006130003806",Car_Driver,Male,20
"2006130005406",Car_Passenger,Male,17
"2006130017306",Pedestrian,Female,88
"2006130025906",Car_Driver,Male,24
"2006130035306",Car_Passenger,Male,24
"2006130069206",Car_Passenger,Female,17
"2006130071006",Motor_Cycle_Rider,Male,49
"2006130071206",Pedestrian,Male,50
"2006130090606",Pedestrian,Male,81
"2006130093606",Car_Driver,Male,17
"2006130102606",Car_Driver,Male,29
"2006130138006",Car_Passenger,Male,27
"2006130138206",Car_Driver,Male,85
"2006130140306",HGV_Driver,Male,60
"2006130174106",Motor_Cycle_Rider,Male,30
"2006130176506",Pedestrian,Female,88
"2006130205606",Other_Vehicle_Occupant,Male,82
"2006130207206",Car_Driver,Male,21
"2006130213206",Car_Driver,Male,17
"2006130231406",Car_Passenger,Male,18
"2006130242706",Car_Driver,Female,47
"2006130249306",Pedestrian,Female,87
"2006130254506",Car_Driver,Male,58
"2006130294406",Car_Driver,Male,25
"2006130301806",Pedestrian,Male,16
"2006130318506",Pedestrian,Male,21
"2006130321306",Motor_Cycle_Rider,Male,38
"2006130339306",Car_Driver,Male,24
"2006130342506",Pedal Cyclist,Male,12
"2006130344206",Car_Passenger,Male,22
"2006130345206",Car_Driver,Male,71
"2006130345306",Car_Driver,Male,17
"2006130345306",Car_Passenger,Female,21
"2006130345306",Car_Passenger,Male,22
"2006130362306",Car_Driver,Male,70
"2006130365006",Pedal Cyclist,Male,15
"2006130366106",Motor_Cycle_Rider,Male,40
"2006130373806",Car_Driver,Male,62
"2006130376506",Car_Driver,Male,23
"2006130403706",Motor_Cycle_Rider,Male,53
"2006130417706",Car_Driver,Male,47
"2006130495806",Motor_Cycle_Passenger,Male,26
"2006130495806",Motor_Cycle_Rider,Male,27
"2006130505106",Pedestrian,Male,34
"2006130527706",Pedal Cyclist,Male,28
"2006130528306",Pedestrian,Female,2
"2006130548806",Pedestrian,Male,55
"2006130548806",Pedestrian,Male,47
"2006130565006",Motor_Cycle_Rider,Male,44
"2006130566906",Car_Driver,Male,66
"2006130566906",Car_Passenger,Female,65
"2006130571106",Car_Driver,Female,38
"2006130572206",Car_Driver,Male,86
"2006130596306",Pedestrian,Female,79
"2006130615406",Car_Driver,Female,60
"2006130628006",Pedestrian,Female,91
"2006130636406",Car_Driver,Male,21
"2006130650106",Car_Passenger,Female,78
"2006130652406",Car_Passenger,Male,17
"2006130653206",Pedestrian,Male,31
"2006130661406",Car_Driver,Male,33
"2006130685506",Car_Passenger,Male,20
"2006130703806",Car_Passenger,Male,18
"2006130704906",Pedal Cyclist,Male,46
"2006130709106",Car_Driver,Male,17
"2006130709106",Car_Passenger,Male,21
"2006130712406",Car_Passenger,Male,21
"2006130713606",Car_Driver,Male,28
"2006130733306",Pedestrian,Female,62
"2006130754206",Car_Passenger,Male,42
"2006130767406",Van_Driver,Male,49
"2006130767406",Car_Driver,Male,26
"2006130768106",Car_Driver,Male,82
"2006130773806",Pedestrian,Male,2
"2006130780106",Car_Passenger,Female,15
"2006130780106",Car_Passenger,Female,16
"2006130780106",Car_Passenger,Female,16
"2006130799406",Motor_Cycle_Rider,Male,28
"2006130815506",Car_Driver,Male,21
"2006130838406",Pedestrian,Female,75
"2006130842606",Bus_Passenger,Male,82
"2006130873006",Car_Driver,Female,44
"2006130891206",Car_Passenger,Female,30
"2006130914406",Car_Passenger,Male,81
"2006130920606",Motor_Cycle_Rider,Male,36
"2006130949006",Motor_Cycle_Rider,Male,13
"2006130970806",Motor_Cycle_Rider,Male,25
"2006130973406",Motor_Cycle_Rider,Male,24
"2006130975306",Pedestrian,Male,80
"2006130994606",Car_Driver,Male,19
"2006131019206",Car_Driver,Male,50
"2006131019306",Car_Driver,Male,29
"2006131043506",Motor_Cycle_Rider,Male,33
"2006131047506",Pedestrian,Male,89
"2006131050206",Car_Driver,Male,36
"2006131053606",Car_Driver,Male,18
"2006131101306",Pedestrian,Female,78
"2006131104006",Motor_Cycle_Rider,Male,50
"2006131107506",Car_Driver,Male,47
"2006131107606",Pedestrian,Female,12
"2006131117006",Pedestrian,Male,59
"2006131126106",Car_Passenger,Male,16
"2006131126106",Car_Passenger,Male,16
"2006131126106",Car_Passenger,Male,16
"2006131126206",Car_Driver,Male,25
"2006131126606",Car_Driver,Male,25
"2006131128206",Pedestrian,Male,70
"2006131135906",Pedestrian,Female,57
"2006131167306",Car_Driver,Male,27
"2006131181506",Car_Driver,Male,24
"2006131204406",Motor_Cycle_Rider,Male,25
"2006131207206",Pedestrian,Male,22
"2006131208106",Car_Passenger,Female,20
"200614A001206",Car_Driver,Male,23
"200614A010806",Car_Passenger,Female,54
"200614A028306",Motor_Cycle_Rider,Male,16
"200614A032406",Pedestrian,Male,21
"200614A051406",Car_Passenger,Female,59
"200614A101606",Pedestrian,Male,31
"200614A120306",Motor_Cycle_Rider,Male,24
"200614A140806",Motor_Cycle_Rider,Male,41
"200614A165906",Pedestrian,Male,40
"200614A166106",Car_Driver,Male,34
"200614A166106",Car_Driver,Female,64
"200614A176106",Motor_Cycle_Rider,Male,27
"200614A182606",Pedal Cyclist,Male,7
"200614A192406",Van_Passenger,Male,28
"200614A198706",Motor_Cycle_Rider,Male,16
"200614A202506",Car_Passenger,Male,36
"200614A205706",Pedestrian,Female,88
"200614A207506",Pedestrian,Female,80
"200614A215506",Pedestrian,Male,3
"200614A217606",Pedestrian,Female,83
"200614A236006",Pedestrian,Male,15
"200614A237706",Car_Passenger,Male,2
"200614B017906",Pedestrian,Female,87
"200614B031906",Car_Driver,Male,58
"200614B045406",Pedestrian,Male,37
"200614B051106",Motor_Cycle_Rider,Male,48
"200614B102606",Car_Driver,Male,45
"200614B103806",Motor_Cycle_Rider,Male,37
"200614B110606",Pedestrian,Male,23
"200614B156506",Motor_Cycle_Rider,Male,32
"200614B174806",Car_Driver,Male,62
"200614C005506",Car_Driver,Female,26
"200614C011006",Pedestrian,Male,78
"200614C029106",Motor_Cycle_Rider,Male,28
"200614C072506",Bus_Driver,Male,53
"200614C113406",Pedestrian,Female,81
"200614C115606",Car_Driver,Male,23
"200614C122106",Motor_Cycle_Rider,Male,35
"200614C124006",Pedestrian,Male,2
"200614C129106",Car_Passenger,Male,27
"200614C150306",Car_Driver,Female,52
"200614C155506",Car_Passenger,Male,23
"200614C155506",Car_Driver,Male,23
"200614C192506",Van_Driver,Male,35
"200614D012406",Motor_Cycle_Rider,Male,14
"200614D016106",Pedestrian,Male,81
"200614D017606",Pedal Cyclist,Male,53
"200614E008906",Pedestrian,Female,79
"200614F017506",Pedestrian,Male,75
"200614F032806",Car_Passenger,Male,20
"200614F033806",Pedestrian,Male,43
"200614G012006",Car_Driver,Female,22
"200614G019806",Car_Driver,Male,20
"200614G019806",Car_Passenger,Male,18
"200614G032606",Pedestrian,Male,14
"200614G064106",Car_Passenger,Male,2
"200614G081406",Pedestrian,Female,75
"200614H003306",Car_Passenger,Female,17
"200614H014706",Motor_Cycle_Rider,Male,36
"200614H055206",Motor_Cycle_Rider,Male,48
"200614H061706",Car_Driver,Male,46
"200614H064706",Motor_Cycle_Rider,Male,54
"200614H093006",Bus_Passenger,Male,85
"200614H093106",Pedestrian,Female,89
"200614H108606",Pedal Cyclist,Male,28
"200614H114006",Pedal Cyclist,Male,61
"200614H149106",Motor_Cycle_Rider,Male,30
"200614H155806",Pedestrian,Male,56
"200614H170606",Pedestrian,Female,54
"200614H196206",Car_Driver,Female,27
"200614H200106",Car_Passenger,Male,24
"2006160A00850",Pedal Cyclist,Male,57
"2006160A01930",Bus_Passenger,Male,80
"2006160A02130",Car_Driver,Male,29
"2006160A03430",Car_Driver,Male,21
"2006160A04490",Car_Passenger,Female,73
"2006160A04890",Car_Driver,Female,46
"2006160A05600",Car_Driver,Male,21
"2006160A06120",Pedal Cyclist,Female,40
"2006160B00260",Motor_Cycle_Rider,Male,34
"2006160B00650",Car_Driver,Female,45
"2006160B00900",Car_Driver,Male,51
"2006160B00940",Motor_Cycle_Rider,Male,21
"2006160B01190",Pedal Cyclist,Male,52
"2006160B01580",Car_Driver,Male,56
"2006160B01610",Pedal Cyclist,Male,46
"2006160B02200",Motor_Cycle_Rider,Male,52
"2006160B04230",Pedestrian,Female,44
"2006160B04630",Pedestrian,Female,25
"2006160B05220",Pedestrian,Female,74
"2006160C00050",Car_Driver,Male,19
"2006160C00050",Car_Passenger,Female,19
"2006160C00120",Pedal Cyclist,Male,25
"2006160C00140",Car_Driver,Male,18
"2006160C00740",Car_Passenger,Male,23
"2006160C00940",Car_Passenger,Male,21
"2006160C01050",Motor_Cycle_Rider,Male,16
"2006160C01150",Car_Driver,Male,68
"2006160C01150",Car_Driver,Female,19
"2006160C01290",Car_Driver,Male,21
"2006160C01590",Pedal Cyclist,Male,47
"2006160C02090",Pedestrian,Male,32
"2006160C02110",Car_Passenger,Male,70
"2006160C02330",Car_Passenger,Female,20
"2006160C02460",Car_Driver,Female,26
"2006160C02740",Motor_Cycle_Rider,Male,43
"2006160C03520",Car_Driver,Female,54
"2006160C04180",Car_Passenger,Female,79
"2006160C04700",Car_Driver,Male,23
"2006160C04710",Motor_Cycle_Rider,Male,61
"2006160C04950",Pedestrian,Male,53
"2006160C05900",Car_Driver,Female,19
"2006160C06070",Car_Passenger,Male,21
"2006160C06070",Car_Driver,Male,24
"2006160C06570",Car_Driver,Male,24
"2006160C07070",Car_Driver,Female,88
"2006160D00230",Pedestrian,Male,42
"2006160D02410",Pedestrian,Female,43
"2006160D02610",Motor_Cycle_Rider,Male,43
"2006160D05090",Pedestrian,Male,37
"2006160D07460",Pedestrian,Male,53
"2006160D08500",Pedestrian,Male,32
"2006170H11376",Car_Driver,Female,18
"2006170H11376",Car_Passenger,Male,19
"2006170H11736",Pedestrian,Female,72
"2006170H11886",Car_Driver,Female,25
"2006170L10116",Car_Driver,Male,21
"2006170L10856",Car_Driver,Male,60
"2006170L20536",Motor_Cycle_Rider,Male,20
"2006170L31546",Car_Driver,Male,20
"2006170L31646",Pedestrian,Female,80
"2006170L41226",Car_Driver,Male,18
"2006170L51456",Motor_Cycle_Rider,Male,17
"2006170M11336",Pedestrian,Male,43
"2006170M11476",Car_Driver,Male,31
"2006170M12676",Pedal Cyclist,Male,8
"2006170S11746",Pedestrian,Male,34
"2006170S12156",Pedestrian,Male,70
"2006170S20606",Car_Passenger,Male,23
"2006170S22356",Car_Passenger,Female,19
"2006170S23096",Pedestrian,Male,70
"200620D004601",Pedestrian,Male,60
"200620D028702",Other_Vehicle_Occupant,Male,90
"200620D078803",Car_Driver,Male,61
"200620D096403",Pedestrian,Male,75
"200620D110701",Pedestrian,Male,35
"200620D135901",Car_Driver,Male,34
"200620D202502",Pedal Cyclist,Male,13
"200620D237802",Pedestrian,Male,30
"200620D290102",Car_Driver,Male,67
"200620D304301",Pedestrian,Male,81
"200620D313302",Pedestrian,Male,61
"200620D324303",Van_Driver,Male,29
"200620D326803",Car_Passenger,Female,81
"200620D335103",Pedestrian,Female,47
"200620D340403",Motor_Cycle_Rider,Male,46
"200620D503602",Motor_Cycle_Rider,Male,42
"200620D503602",Motor_Cycle_Passenger,Male,43
"200620D503703",Car_Driver,Male,26
"200620E001402",Pedestrian,Male,46
"200620E041201",Car_Passenger,Male,22
"200620E041201",Car_Driver,Male,21
"200620E041201",Car_Passenger,Male,22
"200620E049903",Pedestrian,Male,68
"200620E063502",Pedestrian,Male,4
"200620E077103",Car_Driver,Male,35
"200620E092502",Pedestrian,Male,75
"200620E104401",Car_Driver,Male,29
"200620E106102",Pedestrian,Male,12
"200620E124201",Car_Passenger,Male,47
"200620E124803",Pedal Cyclist,Male,34
"200620E128401",Car_Passenger,Female,83
"200620E142403",Pedestrian,Female,28
"200620E142403",Pedestrian,Male,9
"200620E152401",Pedestrian,Female,50
"200620E167701",Pedestrian,Male,84
"200620E179902",Motor_Cycle_Rider,Male,32
"200620F024603",Car_Driver,Female,41
"200620F055803",Car_Driver,Male,21
"200620F139802",Car_Passenger,Male,21
"200620F139802",Car_Driver,Male,20
"200620F142203",Car_Driver,Male,22
"200620F209702",Car_Passenger,Female,51
"200620F209702",Car_Passenger,Male,12
"200620F216203",Pedestrian,Female,14
"200620F241201",Pedestrian,Male,48
"200620F252102",Pedestrian,Male,62
"200620F265801",Pedestrian,Female,86
"200620G009701",Car_Passenger,Female,25
"200620G009701",Car_Driver,Female,37
"200620G016301",Car_Passenger,Male,21
"200620G016301",Car_Passenger,Male,21
"200620G016301",Car_Driver,Male,22
"200620G029602",Car_Passenger,Male,20
"200620G043302",Motor_Cycle_Rider,Male,23
"200620G058902",Pedestrian,Male,7
"200620G070801",Car_Driver,Female,43
"200620G500502",Car_Passenger,Female,45
"200620H012202",Pedestrian,Female,56
"200620H030702",Motor_Cycle_Rider,Male,30
"200620H038902",Motor_Cycle_Rider,Male,20
"200620H041802",Car_Driver,Female,20
"200620H047002",Pedal Cyclist,Male,36
"200620H052301",Motor_Cycle_Rider,Male,41
"200620H072402",Pedal Cyclist,Male,62
"200620J040002",Pedestrian,Female,80
"200620J051501",Motor_Cycle_Rider,Male,20
"200620J059702",Car_Driver,Female,56
"200620J059702",Car_Driver,Male,26
"200620J071702",Motor_Cycle_Rider,Male,32
"200620J073302",Pedestrian,Female,77
"200620J099601",Car_Driver,Male,39
"200620K018501",Car_Passenger,Male,27
"200620K022701",Pedestrian,Male,17
"200620K023802",Pedestrian,Male,48
"200620K035301",Car_Driver,Male,31
"200620K051002",Car_Driver,Male,21
"200620K054202",Motor_Cycle_Rider,Male,19
"200620K080902",Motor_Cycle_Rider,Male,39
"200620K090801",Car_Driver,Female,22
"200620K095102",Pedestrian,Male,11
"200620K096702",Motor_Cycle_Rider,Male,34
"200620K115701",Pedestrian,Male,46
"200620L060301",Motor_Cycle_Rider,Male,38
"200620L069501",Motor_Cycle_Rider,Male,46
"200620L087801",Car_Driver,Male,18
"200620L134101",Pedestrian,Female,55
"200620L179401",Car_Driver,Female,25
"200620M008601",Car_Passenger,Male,20
"200620M021802",Pedestrian,Female,11
"200620M033202",Pedestrian,Female,20
"200620M049501",Car_Passenger,Female,16
"200620M059102",Car_Passenger,Female,84
"200620M061702",Car_Driver,Male,62
"200620M069502",Car_Passenger,Female,88
"200620M070802",Pedal Cyclist,Male,71
"200620M075601",Pedestrian,Female,78
"200620M077201",Car_Driver,Male,47
"200620Z004001",Car_Driver,Male,30
"200620Z004301",Car_Driver,Male,66
"200620Z024901",Car_Driver,Male,39
"200620Z025001",Car_Driver,Female,22
"200620Z030501",HGV_Driver,Male,48
"2006216015761",Motor_Cycle_Rider,Male,52
"2006216017086",Pedestrian,Female,75
"2006216023938",Pedal Cyclist,Male,37
"2006216026687",Pedestrian,Male,61
"2006216027340",Pedal Cyclist,Male,61
"2006216027454",Motor_Cycle_Rider,Male,29
"2006216029514",Pedestrian,Male,76
"2006216029585",Car_Driver,Male,29
"2006216029698",Car_Driver,Male,18
"2006216030892",Car_Passenger,Female,67
"2006216030892",Car_Driver,Male,34
"2006216031019",Car_Driver,Female,54
"2006216031091",Car_Driver,Male,53
"2006216031877",Motor_Cycle_Rider,Male,21
"2006216032480",Motor_Cycle_Rider,Male,16
"2006216033438",Motor_Cycle_Rider,Male,64
"2006216033630",Pedestrian,Male,44
"2006216101998",Pedestrian,Female,83
"2006216108940",Pedestrian,Male,25
"2006216119513",Pedestrian,Female,71
"2006216125175",Motor_Cycle_Rider,Male,33
"2006216125455",Pedestrian,Male,92
"2006216202570",Car_Driver,Male,24
"2006216202592",Pedestrian,Male,14
"2006216202765",Car_Driver,Male,78
"2006216207936",Car_Driver,Male,18
"2006216211358",Motor_Cycle_Rider,Female,51
"2006216212312",Car_Passenger,Male,20
"2006216212312",Car_Passenger,Male,21
"2006216213723",Pedestrian,Male,23
"2006216214667",Pedestrian,Male,18
"2006216219443",Motor_Cycle_Rider,Male,24
"2006216220820",Motor_Cycle_Rider,Male,35
"2006216221612",Motor_Cycle_Rider,Male,47
"2006216225977",Car_Passenger,Male,19
"2006216230454",Car_Driver,Male,20
"2006216304086",Car_Passenger,Male,17
"2006216304567",Car_Driver,Female,24
"2006216307981",Car_Driver,Male,21
"2006216309176",Motor_Cycle_Rider,Male,17
"2006216309976",Pedestrian,Male,56
"2006216312678",Motor_Cycle_Rider,Male,39
"2006216314165",Car_Passenger,Male,20
"2006216314165",Car_Driver,Male,18
"2006216314312",Motor_Cycle_Rider,Male,34
"2006216314543",Car_Driver,Male,88
"2006216314543",Car_Passenger,Female,89
"2006216317012",Pedestrian,Female,84
"2006216317426",Car_Passenger,Male,22
"2006216319712",Motor_Cycle_Rider,Male,37
"2006216320342",Motor_Cycle_Rider,Male,40
"2006216320949",Motor_Cycle_Rider,Male,50
"2006216322676",Car_Driver,Male,18
"2006216322965",Van_Passenger,Male,24
"2006216326302",Motor_Cycle_Rider,Male,34
"2006216402610",Car_Passenger,Female,12
"2006216402610",Car_Passenger,Female,13
"2006216409797",Car_Driver,Female,45
"2006216410996",Pedestrian,Female,87
"2006216411559",Car_Passenger,Male,17
"2006216412608",Motor_Cycle_Rider,Male,47
"2006216414189",Pedestrian,Male,90
"2006216414320",Motor_Cycle_Rider,Male,28
"2006216415100",Motor_Cycle_Rider,Male,45
"2006216416204",Pedestrian,Male,18
"2006216422560",Pedestrian,Female,15
"2006216423097",Car_Driver,Male,25
"2006216428420",Car_Passenger,Male,77
"2006216433725",Car_Driver,Female,21
"2006216M04058",Car_Driver,Male,28
"2006216M09194",Car_Driver,Male,55
"2006216M11438",Car_Passenger,Female,42
"2006216M13176",Pedestrian,Male,19
"2006216M19974",Van_Driver,Male,41
"2006216M24516",Van_Passenger,Female,22
"2006216M24727",Car_Passenger,Male,30
"2006216M24727",Car_Driver,Male,63
"2006216M24727",Car_Passenger,Female,57
"2006216M24727",Car_Driver,Male,52
"2006216M33454",Car_Passenger,Male,20
"2006216M33454",Car_Driver,Male,20
"200622CA51968",Motor_Cycle_Rider,Male,56
"200622CA52159",Car_Driver,Male,46
"200622CA52405",Pedestrian,Male,56
"200622CA52406",Car_Passenger,Female,18
"200622CA52407",Motor_Cycle_Rider,Male,66
"200622CA52430",Car_Passenger,Female,49
"200622CA53080",Car_Driver,Female,34
"200622CA53891",Car_Passenger,Female,89
"200622CA53891",Car_Passenger,Female,91
"200622CA53891",Car_Passenger,Female,87
"200622CA54088",Pedestrian,Male,71
"200622CA54697",Pedestrian,Male,20
"200622CA54973",Car_Driver,Female,61
"200622CA55103",Car_Driver,Female,18
"200622CA55416",Motor_Cycle_Rider,Male,17
"200622CA55681",Motor_Cycle_Rider,Male,80
"200622CA56185",Pedestrian,Female,20
"200622CA85131",Car_Driver,Male,18
"200622CA85131",Car_Passenger,Male,18
"200622CA85131",Car_Passenger,Female,17
"200622CA85131",Car_Passenger,Female,16
"200622CA85280",Car_Passenger,Male,21
"200622CC51486",Car_Driver,Male,31
"200622CC51615",Car_Driver,Male,32
"200622DA50021",Pedal Cyclist,Male,63
"200622DA53193",Car_Driver,Male,51
"200622DA53783",Pedestrian,Male,77
"200622DA85115",Car_Driver,Male,49
"200622DA85291",Car_Driver,Female,46
"200622DE51248",Car_Driver,Male,26
"200622DE52450",Car_Passenger,Female,19
"200622DE52812",Motor_Cycle_Rider,Male,23
"200622DE85129",Car_Driver,Male,45
"200622DE85413",Pedestrian,Female,16
"200622EA34929",Car_Driver,Male,31
"200622EA35693",Car_Driver,Male,24
"200622EA35928",Car_Driver,Male,18
"200622EA35952",Motor_Cycle_Passenger,Male,35
"200622EA35952",Motor_Cycle_Rider,Male,56
"200622EA35985",Car_Passenger,Female,82
"200622EA36588",Car_Passenger,Male,17
"200622EA37725",Car_Driver,Male,25
"200622EA85251",Car_Driver,Male,18
"200622EA85258",Car_Driver,Female,26
"200622EA85375",Other_Vehicle_Occupant,Male,93
"200622EJ34666",Car_Driver,Female,63
"200622FA47445",Car_Driver,Male,19
